epoch,lr,loss_pix,loss_detect,loss_v,loss_r_fft,loss_r_grad,loss_r_perc,loss_perc,loss_total,val_psnr,val_ssim,val_psnr_coarse,val_ssim_coarse
15,0.0001986063031515758,0.15541229476220905,0.12704386051627808,0.010162215133944604,0.06573918752061823,0.6770942283173402,11.80241673986117,10.825187649329504,2.012239579856396,,,,
16,0.00019850675337668836,0.15872337898860375,0.11854837406426669,0.010479345213874088,0.06356481014130017,0.6460852334896724,11.622639113664627,10.791743961970012,2.0046478768189746,,,,
17,0.00019840720360180092,0.15264172094563644,0.10953039809925637,0.00935407756527032,0.06106099227132897,0.625475333382686,11.427970186869304,10.60481843749682,1.9422979533672333,,,,
18,0.00019830765382691348,0.16219820512148242,0.12960144573492774,0.0095571176270217,0.06111488561145961,0.6283881461868683,11.417081173261007,10.840488982200622,2.00087215701739,,,,
19,0.000198208104052026,0.16502588684670627,0.14755373700609198,0.011166782723739744,0.06179702474425237,0.6435744148989518,11.60021931330363,10.686204208930333,2.0115298281113305,,,,
20,0.00019810855427713857,0.1574293686232219,0.13367550268012565,0.01008322569008063,0.0602687979893138,0.6351212325195471,11.397781087954838,10.575748300552368,1.9740793704986572,9.122296997270224,0.01957397810136126,20.794141241652902,0.566316036571089
21,0.00019800900450225113,0.16229339620719355,0.09883557572514595,0.009025756233313587,0.05920194471254945,0.6275085608164469,11.31850223739942,10.748120429118474,1.9702813421686491,,,,
22,0.0001979094547273637,0.1670488508340592,0.1441740620949228,0.008549521748985473,0.05774712117078404,0.6120338425040245,11.285976046323777,10.76407945950826,1.9721050053834914,,,,
23,0.00019780990495247625,0.1672350233265509,0.13353596040057406,0.008768614294725315,0.057176072422104575,0.6141875715305408,11.170177082220713,10.678433257341386,1.954333531856537,,,,
24,0.0001977103551775888,0.14517593965865672,0.13470847172720823,0.008454692299710586,0.05663907742127776,0.6168415190031131,11.193103593587875,10.67389973004659,1.9626564448078474,,,,
25,0.00019761080540270137,0.1448764103309562,0.12683266204646013,0.007585013838494584,0.05523900765304764,0.6000311834116777,11.001927475134531,10.578261653582254,1.9279922460516294,,,,
26,0.0001975112556278139,0.15216027894057332,0.14206684878396725,0.008019958738683879,0.05474211350083351,0.5941938888902466,10.9142092247804,10.580797398090363,1.941510634124279,,,,
27,0.00019741170585292647,0.14430828378535807,0.10522039003262762,0.007133902217416713,0.05411495897763719,0.5854502504691481,10.842087632417678,10.430743658542633,1.8794779429833095,,,,
28,0.00019731215607803903,0.14645486562512816,0.10889609837759054,0.00761064083102004,0.05407184038776904,0.5937212004015843,10.869435367981593,10.580885696411134,1.9326564140617848,,,,
29,0.0001972126063031516,0.1513584713296344,0.08837058297115921,0.0076131847000700265,0.054419501979524894,0.600237699970603,11.001051537195842,10.678198595841726,1.9388999417424202,,,,
30,0.00019711305652826415,0.14773171331423024,0.10534587331664322,0.007267576283387219,0.0532633421709761,0.5795754174391429,10.766158052285512,10.507669085264206,1.905964445322752,10.534867400859293,0.03185873007161504,21.060213832201445,0.5753435068082705
31,0.0001970135067533767,0.14860024354420603,0.0966396847734965,0.007070737703179475,0.05286598086046676,0.5787236496806145,10.723175684611002,10.511390978097916,1.8781711796919505,,,,
32,0.00019691395697848924,0.14847537041641773,0.12885204759707752,0.006965933371490488,0.05104481156449765,0.5594415817409754,10.653031867742538,10.41765444080035,1.8952433283130328,,,,
33,0.0001968144072036018,0.15570098167906204,0.08274324154675318,0.007679487315181177,0.052870252961292864,0.5861180547624827,10.769677784045538,10.64774783452352,1.936666192114353,,,,
34,0.00019671485742871436,0.15525319905330737,0.09167098338317979,0.006969938060259058,0.052022386171544595,0.571179982709388,10.583812193075817,10.48495310942332,1.878844653069973,,,,
35,0.00019661530765382692,0.14287741982067625,0.0957632947198969,0.006653317418628527,0.05252535367229332,0.5776771077265342,10.65327137708664,10.492747112115223,1.877616539845864,,,,
36,0.00019651575787893948,0.14691383467676739,0.09675239934513229,0.006853754749560418,0.05216153151510904,0.5779871856793761,10.675826750199,10.59319440126419,1.910842085381349,,,,
37,0.00019641620810405204,0.14794636849934856,0.09142391404723943,0.006263699431535012,0.050945897175309555,0.5663053168604771,10.528169892231624,10.428579739729564,1.8830794895688692,,,,
38,0.0001963166583291646,0.1366837050455312,0.1026287976327391,0.006140253634536445,0.05162280354804049,0.5779066544026137,10.577039553721745,10.46060841480891,1.855312056839466,,,,
39,0.00019621710855427713,0.14739713643987973,0.10649690727126047,0.0062460253633616954,0.05144055060421427,0.5713211882859468,10.5328868329525,10.470854677756627,1.862701377272606,,,,
40,0.0001961175587793897,0.1401862078656753,0.14226489892510774,0.006235851950623328,0.050237678837341565,0.5594624077901245,10.414576828479767,10.479080273707707,1.8878284022212029,12.095523815582181,0.05512542804084464,21.42211598173154,0.5886407027489924
41,0.00019601800900450226,0.15035661025904118,0.11473713916396568,0.006124480877770111,0.05025655704860886,0.5631152373428147,10.417356342077255,10.423774955670039,1.8725917706886928,,,,
42,0.00019591845922961482,0.14949121670797466,0.09155951768480008,0.006003891529447477,0.04986843269628783,0.5529855568582813,10.292082540194194,10.355043299992879,1.8556087546050548,,,,
43,0.00019581890945472738,0.14229213350142042,0.09170509021666172,0.0059077199874082,0.051080598845146596,0.5734575020149351,10.41632962624232,10.425817555189132,1.8416493746141593,,,,
44,0.00019571935967983994,0.13797012207408746,0.09325768207078605,0.005726869445667641,0.049944600199038784,0.5527156869570414,10.226478801170986,10.281443186601003,1.8170965443054834,,,,
45,0.0001956198099049525,0.14192829970270396,0.1052188988767739,0.005708164178940933,0.04838327627318601,0.5326305037364364,10.20020786523819,10.229360628128052,1.8074321093658605,,,,
46,0.00019552026013006503,0.14375714298027256,0.09175852638921546,0.005763970659851718,0.05062594471188883,0.5610891027376056,10.360698880751928,10.383589355150859,1.8321006489296754,,,,
47,0.0001954207103551776,0.14111514904846748,0.08018058168405938,0.005943367399110381,0.049378117507634066,0.5516875394930442,10.298883907000224,10.34874809384346,1.8386715772251288,,,,
48,0.00019532116058029015,0.14429066909166674,0.10700614614615915,0.005671226126044833,0.04964723410084844,0.5576247630019983,10.332629154125849,10.406290006637573,1.8481257386505603,,,,
49,0.0001952216108054027,0.14931428876395028,0.09288686262346649,0.0060231630661292,0.0488094024049739,0.5407284668957194,10.220894211530686,10.308894664049149,1.8548546612262726,,,,
50,0.00019512206103051527,0.13600705295490723,0.08441875300050014,0.005792862389838168,0.04890567225714525,0.5413315435871482,10.228644162416458,10.317597728967666,1.8332559292515118,13.809750084792748,0.09294753319952688,21.820522023427163,0.6030366628312339
51,0.00019502251125562783,0.13867564806714655,0.09801283598693165,0.0057934825507497106,0.047983622170674305,0.535901917082568,10.123471939563752,10.309477571646372,1.8443830072879792,,,,
52,0.0001949229614807404,0.1445785210467875,0.07807861428542916,0.006330414877932829,0.04898264690612753,0.5466531164323291,10.186796551942825,10.314213502407075,1.8420584484934808,,,,
53,0.00019482341170585292,0.1404665186535567,0.07627170991254388,0.0056472070481201325,0.0486562700321277,0.5499890863895416,10.131535696983338,10.269104037682215,1.8109621773163478,,,,
54,0.00019472386193096548,0.1375851770862937,0.07073720448279346,0.005751499780308223,0.04893657713352392,0.5500991320858399,10.142838913202286,10.24616169333458,1.8153248543540637,,,,
55,0.00019462431215607804,0.1433232228582104,0.07932626556624503,0.005681805445298475,0.04803877586188416,0.5431248900791009,10.128717448314031,10.320600599050522,1.8321241450806458,,,,
56,0.0001945247623811906,0.13822660654162366,0.08904013997283376,0.005775623494506969,0.048421661385024586,0.5375785438964764,10.10535103281339,10.334725995858511,1.8363242822388808,,,,
57,0.00019442521260630316,0.13320423111629984,0.07445032876858022,0.005373710000518865,0.047469969869901735,0.5282443682973583,10.002833793560663,10.167997294664383,1.7965547119577725,,,,
58,0.00019432566283141572,0.14560447493568063,0.10971602011146994,0.005867238195787649,0.048776215454563496,0.5455264941478769,10.109217443068822,10.2521275917689,1.8076797440648078,,,,
59,0.00019422611305652828,0.1423675577932348,0.08812033731228439,0.0052845846347433206,0.04744396665288756,0.5371031327793996,10.01567634344101,10.294942593574524,1.82073536987106,,,,
60,0.00019412656328164082,0.14713686327449976,0.07676637196733888,0.005443491967889713,0.04786507855945577,0.5379043641189735,10.029571696122487,10.30220170021057,1.8271526326735814,15.603675395588109,0.14588511166739943,22.19585589495225,0.6162609003399163
61,0.00019402701350675338,0.13762926999479533,0.07140674094710751,0.005297880727205969,0.047152293869294225,0.5308706693972151,9.983146671454111,10.200077790021897,1.798871172964573,,,,
62,0.00019392746373186594,0.14216580331946413,0.08478107665663022,0.005695338150447545,0.04754079005215317,0.5331465507547061,9.979952365159988,10.25316107471784,1.8202080331742763,,,,
63,0.0001938279139569785,0.14339227862656118,0.0898239373286439,0.005238127508831288,0.0477268103742972,0.5379046387970448,10.033390319347381,10.261353339751562,1.8084838291009266,,,,
64,0.00019372836418209106,0.13515341261712213,0.0938135919435202,0.004893835456702315,0.04652445996180177,0.519738152064383,9.908085020383199,10.119929673274358,1.7750824784239134,,,,
65,0.00019362881440720362,0.14212783522283037,0.08905633093648552,0.005350318739268308,0.04698846592412641,0.5200552598262826,9.917828452587127,10.113959330320359,1.777160001794497,,,,
66,0.00019352926463231618,0.13768311855383217,0.0818204019102268,0.0049867519832332615,0.04612006724346429,0.5199218259503444,9.739820567766825,9.949975365400315,1.7595768983165423,,,,
67,0.0001934297148574287,0.1396360482710103,0.07961584298318485,0.0051560942432843145,0.04678505803458392,0.5292799890041351,9.936573741833369,10.25775718887647,1.8142525245745977,,,,
68,0.00019333016508254127,0.1393109096835057,0.07464192430743424,0.0052755512035219,0.047609659004956485,0.5401593493918578,9.93159648180008,10.241806809107462,1.8226331484814484,,,,
69,0.00019323061530765383,0.13964728790645797,0.09758156475775953,0.005060952968051424,0.046537665044888855,0.524165482694904,9.78072799841563,10.126666607459386,1.7791744254529476,,,,
70,0.0001931310655327664,0.14015227719210088,0.10213172528068147,0.005373125555342995,0.04754228948925932,0.5345089830458164,10.010335997740428,10.307357118527095,1.8142059157292048,17.331913501503028,0.210800462085758,22.522492260249813,0.6268312308882353
71,0.00019303151575787895,0.13733281609602271,0.05831149699976474,0.005055264826660277,0.047116066856930656,0.5333220142871141,9.87668783267339,10.161400481065114,1.7791828426222007,,,,
72,0.0001929319659829915,0.1390588687111934,0.07087529186574101,0.004867368099318507,0.04749523347709328,0.5350260336572925,9.98262126247088,10.256411290168762,1.788299775371949,,,,
73,0.00019283241620810407,0.1420279981723676,0.06383692654417246,0.004943452678950659,0.046842605775843066,0.5297368340194225,9.851842149098713,10.182333068052928,1.787677178780238,,,,
74,0.0001927328664332166,0.1337446274391065,0.059245085149571726,0.005202871147048427,0.045576333347707984,0.5150616905962427,9.69032317797343,10.045691873629888,1.775992611795664,,,,
75,0.00019263331665832917,0.1408534800633788,0.12694824953565936,0.004857765472358248,0.04562861086645474,0.5149190283070008,9.77706761956215,10.111145716905593,1.7873712788025538,,,,
76,0.00019253376688344173,0.13437094325199722,0.08324329577371828,0.004817512563264851,0.04634498193239172,0.5306096136569977,9.764463742574057,10.111289032300313,1.7754475158949694,,,,
77,0.0001924342171085543,0.13537413747981192,0.06542212851782096,0.0046404730373372635,0.046079980403495334,0.5166906423866748,9.707232969999314,10.013856154680251,1.7476795407632986,,,,
78,0.00019233466733366685,0.13837482407689095,0.07474217000271892,0.00502386359294178,0.04642818850309898,0.5245285897826155,9.800114061435064,10.100569880008697,1.789339479804039,,,,
79,0.0001922351175587794,0.14250884914460282,0.0785314977599531,0.0050040099893521985,0.04582845623760174,0.5190331085274617,9.785676234960556,10.155359333753585,1.7888498192032178,,,,
80,0.00019213556778389197,0.1326899675341944,0.06586917533507707,0.004898050496558426,0.046300700407785673,0.5272742222994566,9.812090559800465,10.227015399932862,1.7934472404420376,18.851827025475853,0.28227684977664375,22.789773783396683,0.634958180929409
81,0.0001920360180090045,0.14128497773781418,0.06432376065301165,0.004889456494856859,0.04666283937791983,0.5268413743004203,9.91321133375168,10.368687496582668,1.8117670935889085,,,,
82,0.00019193646823411706,0.13940064318788548,0.06361397517454558,0.0046608594893768895,0.04622464602968345,0.5219821887090802,9.725907270113627,10.087210555871328,1.7593430375059447,,,,
83,0.00019183691845922962,0.1355960682965815,0.060319738919376205,0.004897915873152669,0.046037789046143494,0.5225725575660666,9.764912748336792,10.10821718176206,1.760047870874405,,,,
84,0.00019173736868434218,0.13289133255990843,0.05253409526242952,0.00471544080816481,0.04529072421913346,0.5141582490876317,9.584785789251328,9.964346573750179,1.7525795834759872,,,,
85,0.00019163781890945474,0.13532725633122028,0.05997256594891951,0.004589275491707667,0.045222246934038896,0.5107792366916935,9.656753826141358,10.132865820328394,1.7623460416992505,,,,
86,0.0001915382691345673,0.13127796743065118,0.05017739855259909,0.004548938687366899,0.045362211562072235,0.5185114330922563,9.65616774559021,10.038202832142511,1.7491709791123866,,,,
87,0.00019143871935967983,0.12951506221822154,0.05381003638655481,0.004575009386826423,0.04554122311528772,0.5168392434095342,9.617356125513712,10.030576966206233,1.7406473693748314,,,,
88,0.0001913391695847924,0.13680194177043933,0.06179242231634514,0.004718765632181506,0.04570250530571987,0.5176975635190805,9.666151142120361,10.016491343577703,1.7497983927528062,,,,
89,0.00019123961980990496,0.1292748518443356,0.05300120622268878,0.00470867104838059,0.045389234887746474,0.5169900866225362,9.623441857099532,10.000009884436926,1.750805486490329,,,,
90,0.00019114007003501752,0.12478279302207132,0.05696941620820629,0.00447096264421513,0.04518802360010644,0.5155568725739916,9.556111691395442,9.885731200377146,1.7023666401704152,20.023286567872066,0.3501169432372186,22.990576603555237,0.640946567194139
91,0.00019104052026013008,0.1432807486038655,0.07852188640487535,0.004751968516939087,0.04571554200568547,0.5192685415968299,9.60671867330869,10.034868335723877,1.7644025904436906,,,,
92,0.00019094097048524264,0.13442912468065818,0.07990587073363713,0.004816096101179331,0.0465656659565866,0.5312460673352083,9.785949383179346,10.158658983310064,1.773136487354835,,,,
93,0.0001908414207103552,0.1328207964776084,0.052710992728801406,0.004350054308937009,0.04504115318413824,0.5059033191452423,9.552920065323512,9.97546433210373,1.726321352024873,,,,
94,0.00019074187093546776,0.13276710429539282,0.06457925938896854,0.004775728234866013,0.04382011124398559,0.5002570988610386,9.472454607486725,10.026639427741369,1.7661224002639453,,,,
95,0.0001906423211605803,0.12784823429149886,0.08181867665468114,0.0046574074306893936,0.04492502838062743,0.5184738476450245,9.663034957647323,10.029010518391926,1.757303817321857,,,,
96,0.00019054277138569285,0.13715445323226352,0.07231947714608396,0.004516872857736113,0.04510489946696907,0.5114740426652133,9.527576635281244,9.959324900309245,1.735946657260259,,,,
97,0.0001904432216108054,0.13476860602386295,0.07385309761787842,0.004886018975957996,0.04541473432133595,0.5233081489801407,9.671838055054346,10.10195586880048,1.7782185499866803,,,,
98,0.00019034367183591797,0.13550785857563216,0.08044082157017934,0.004733217710114938,0.04413224053181087,0.5050729592020313,9.466865887244543,9.929183371861775,1.7390001791218916,,,,
99,0.00019024412206103053,0.13168026123506327,0.056047988888288575,0.004529689678868938,0.044075604729975265,0.5072272604331374,9.456216726700465,9.873875484863918,1.7317895347873369,,,,
100,0.0001901445722861431,0.1310012401547283,0.060643755103228614,0.004675520250505845,0.045498712391903,0.5240806570276618,9.625387036800385,10.074577597777049,1.7530613757669926,20.866227948046582,0.41031824320082577,23.146393085451223,0.645439343045459
101,0.00019004502251125562,0.13491675856833657,0.07577672688482077,0.004731378534052056,0.04498813721972207,0.514193625189364,9.600556530555089,10.134155879418055,1.772103844086329,,,,
102,0.00018994547273636818,0.1410907301430901,0.06990439202660734,0.004781481839503007,0.04507408883267393,0.515912064909935,9.626897549629211,10.109496788183849,1.7688799984753132,,,,
103,0.00018984592296148074,0.1366365269292146,0.05893061462678209,0.004642681360564893,0.044859237231624625,0.5084546920532982,9.524059538046519,10.089567122856776,1.7580192320048809,,,,
104,0.0001897463731865933,0.13021853589452803,0.06104513390613041,0.0046065730248907736,0.0453661639864246,0.5225073603292306,9.544017825524012,10.00801008939743,1.7354581490159036,,,,
105,0.00018964682341170586,0.12926190197467805,0.05440072011842858,0.004563020813657203,0.04480488804789881,0.5135352596640587,9.510530751943588,9.988206229607265,1.7355801018575827,,,,
106,0.00018954727363681842,0.12737506124346207,0.066999443325282,0.004533204112037007,0.04401388098485768,0.505739504409333,9.388136718670527,9.958422680695852,1.7483238364259401,,,,
107,0.00018944772386193098,0.13368175075544667,0.04794558727135154,0.0042641429926637405,0.04440462360313783,0.5098107478270928,9.521483600139618,10.079547063509624,1.7348491119841734,,,,
108,0.00018934817408704354,0.1355910744673262,0.12556116411882007,0.004489769397575098,0.04571564211122071,0.5226327151680986,9.600788853565852,10.142027380069097,1.7599374716480574,,,,
109,0.00018924862431215608,0.1298245914746076,0.06771518521297064,0.004457436987286201,0.04416532264246295,0.5031559931114316,9.37342665195465,9.882025399804116,1.7222846570114294,,,,
110,0.00018914907453726864,0.12282862732342134,0.059199246795348395,0.004226672697768663,0.04480504041227202,0.5161134900525213,9.52478049794833,10.03337261279424,1.7284378002087275,21.4563331458497,0.4610355573249921,23.2541141500729,0.6486098501678068
111,0.0001890495247623812,0.12702923892065882,0.059352446136593545,0.004421925997667131,0.044622793211601675,0.5144428195431828,9.544282251596451,10.051289953788121,1.750116472194592,,,,
112,0.00018894997498749376,0.13111428053428728,0.05474863438406222,0.004368618161242921,0.04420565706677735,0.5062011424452066,9.435670961936315,9.958859380086263,1.7293466637531916,,,,
113,0.00018885042521260632,0.12639740242933234,0.05429903061243143,0.004533235628514376,0.04349817625867824,0.4995995169505477,9.41855126619339,9.928142921129863,1.7401318117976188,,,,
114,0.00018875087543771888,0.13227410775919754,0.07183239854227091,0.004634761276489977,0.043623550018916525,0.5006031442433596,9.394310394922892,9.984072862068812,1.7443832680583,,,,
115,0.0001886513256628314,0.12841836909453075,0.05941326443383635,0.0044973972190443115,0.0441866483228902,0.5072658768544595,9.444298815727233,9.981608561674754,1.7368228284021219,,,,
116,0.00018855177588794397,0.13063191796342533,0.054685695144386655,0.004330227120711546,0.04322636699459205,0.49154774739096563,9.339710694551467,9.885352605581284,1.722722419599692,,,,
117,0.00018845222611305653,0.13166358539213738,0.05814038835130001,0.004253594800199305,0.04370067885611206,0.4977248040959239,9.29181821544965,9.845275179545085,1.7120725125074387,,,,
118,0.0001883526763381691,0.1280151374715691,0.05985176876880966,0.004412783431083274,0.044009804151331385,0.5033658605068922,9.421433701117833,10.034811234474182,1.7389554962515832,,,,
119,0.00018825312656328165,0.13111325637437404,0.06863118548605295,0.004176132374656542,0.043917192704975606,0.49728614911437036,9.369570155938467,9.913089561462403,1.7129314040144286,,,,
120,0.0001881535767883942,0.12639842433078835,0.05359333198175591,0.004127059996850827,0.042801345535553995,0.4942826980104049,9.296991948286692,9.811860430240632,1.6939308625956377,21.862136672017513,0.49917799140014385,23.339573217971772,0.6508882185978461
121,0.00018805402701350677,0.13348563780697684,0.04980454113459321,0.004479838570114225,0.04417056850312898,0.500186926064392,9.440459078550338,10.017954031626383,1.735931603362163,,,,
122,0.0001879544772386193,0.13154831376547615,0.04834449329221873,0.004219176393477634,0.04365521537450453,0.5029606390744448,9.415996185938518,9.918845419089,1.7234427710374196,,,,
123,0.00018785492746373187,0.1319805108786871,0.07159028974516939,0.0041651008643384555,0.04397902106090138,0.5090195199474692,9.43108861843745,10.022673845291138,1.7303765033682188,,,,
124,0.00018775537768884443,0.12701457544850805,0.05010113953449036,0.004113967405343525,0.04424448693947246,0.5085906784360608,9.328893701235453,9.78130382100741,1.6772166224817435,,,,
125,0.000187655827913957,0.12183056970437368,0.05656448335339519,0.0043057354345364725,0.042377852648496625,0.4862409308552742,9.138845870892206,9.70781488418579,1.6954665375252564,,,,
126,0.00018755627813906955,0.13681808213392893,0.05440572519461663,0.004373231318944211,0.043863018470195435,0.5018894319732984,9.356020718812943,9.97274890144666,1.736749067157507,,,,
127,0.0001874567283641821,0.12874674579749504,0.048878809768939394,0.004225109930969969,0.0428168004223456,0.4911524599418044,9.285232826073964,9.833938042322794,1.7088552959263326,,,,
128,0.00018735717858929467,0.12443798178186019,0.05041837499472119,0.004237568900619711,0.04359564290692409,0.49717697044834497,9.250815055767696,9.813812753558159,1.685695219784975,,,,
129,0.0001872576288144072,0.12792360515644152,0.05642142109069634,0.004735388493281789,0.04399222399418553,0.5049704780802131,9.370014760891596,9.899618097146352,1.7119062987466653,,,,
130,0.00018715807903951976,0.13000873443670571,0.09227420623216555,0.004104101014430247,0.043744547921232876,0.5005865514278411,9.215840166807174,9.796872508525848,1.6934077734748523,22.153981978035237,0.5292978281552048,23.41719529405878,0.6530027750266671
131,0.00018705852926463232,0.13185519870991508,0.06646071866089187,0.004422835562096831,0.04417312410660088,0.5065101376113792,9.484843337535859,10.071404095490774,1.7425109520554543,,,,
132,0.00018695897948974488,0.1271409245984008,0.046998395031005204,0.004304136596086513,0.04418308954530706,0.5104475901151697,9.454202576478322,9.985897860924403,1.7226903249820074,,,,
133,0.00018685942971485744,0.1295999365936344,0.0511992436957371,0.004309454698401775,0.043003592799262455,0.49531221520155666,9.26323392589887,9.911268564065297,1.7310307549933592,,,,
134,0.00018675987993997,0.12952051853450636,0.045584302881009835,0.004394983346476995,0.04385447908813755,0.5058801003421346,9.40778316060702,9.978565915425618,1.733194755514463,,,,
135,0.00018666033016508256,0.12126918886788189,0.04244927944412969,0.004131001813463323,0.043428516038693486,0.5005519055450957,9.270089358091354,9.876187074184418,1.7062315429250399,,,,
136,0.0001865607803901951,0.12571624268312007,0.08437444172607987,0.00434293155897952,0.042789401152792075,0.4920329462736845,9.255694264173508,9.824379565318425,1.7041750008861223,,,,
137,0.00018646123061530766,0.13012823884685834,0.04429493965314275,0.004538322451965845,0.043422438607861595,0.5065130965784193,9.256895325581233,9.818017655611039,1.717266432195902,,,,
138,0.00018636168084042022,0.12429483747109771,0.045716705436643676,0.003915162800209752,0.042908918128038445,0.49692070825646323,9.190593640009562,9.833574742078781,1.6902055526773134,,,,
139,0.00018626213106553278,0.12330323837231845,0.07959382008951556,0.003963122070490499,0.042806047736667095,0.4963245082025727,9.17739151318868,9.755263193448384,1.6823884864648184,,,,
140,0.00018616258129064534,0.1321741584998866,0.06613251429025695,0.004144161533016207,0.04308435556013137,0.4952294905359546,9.188859677314758,9.731122519572576,1.6885264754295348,22.34067076047962,0.5512971419686177,23.482878591094224,0.6548442888229651
141,0.0001860630315157579,0.12327028859096269,0.040883283911292284,0.004409806239467192,0.04384710160860171,0.509167310471336,9.246862351894379,9.819553903738658,1.7075869254767895,,,,
142,0.00018596348174087043,0.12325833719223737,0.0415430584391288,0.004036104139595409,0.042435468915694705,0.48722423501312734,9.16503570874532,9.812248640259106,1.7019529821972053,,,,
143,0.000185863931965983,0.1383546021922181,0.07164597554013502,0.004422638626783737,0.04402600392544021,0.5061681438237429,9.281946818033854,9.993784560759861,1.7362509548664093,,,,
144,0.00018576438219109555,0.1334268134785816,0.07314091766869145,0.0040333525824886845,0.041756713037223864,0.4796959536150098,9.064138698577882,9.7102587779363,1.696542993436257,,,,
145,0.0001856648324162081,0.13021867749436447,0.06151006786458311,0.004258541768649593,0.04246707619555915,0.4893474232405424,9.136382047335307,9.725953257083892,1.6891047266622385,,,,
146,0.00018556528264132067,0.12304757156719764,0.055291360821320266,0.004200562975165667,0.042487705502814305,0.487235722442468,9.15097980896632,9.748080549637477,1.6941567627092202,,,,
147,0.00018546573286643323,0.12109730718657374,0.049928198149063976,0.003992809454211965,0.04304555474470059,0.4992049950485428,9.200160660346349,9.75000543196996,1.677286224067211,,,,
148,0.0001853661830915458,0.12949392693893363,0.05143813624748266,0.0042402275260731885,0.042995704268105325,0.49780446098496517,9.242079494396846,9.849638104438782,1.714548790703217,,,,
149,0.00018526663331665835,0.1287138423960035,0.04144640964350401,0.004004503875573088,0.04281549082758526,0.4900140479827921,9.169816088676452,9.768495629231134,1.689367846896251,,,,
150,0.00018516708354177088,0.1311045464128256,0.03919415559751845,0.004289553468940236,0.04296292754200597,0.49405739586800335,9.188476715485255,9.79018914103508,1.6997318677604198,22.44735359511825,0.5675743392276914,23.517556594130756,0.6563177572969419
151,0.00018506753376688344,0.13575918396624426,0.05821904620588612,0.004188219326654992,0.04353481989819556,0.497824991432329,9.120435986916224,9.720011705160141,1.6968832314014435,,,,
152,0.000184967983991996,0.12177923717536032,0.05856249872546566,0.004078770857934917,0.0415814211514468,0.47644837020585934,9.029596602916717,9.7025720367829,1.6775154501199723,,,,
153,0.00018486843421710856,0.13605105920384328,0.10101230759167569,0.004194044211908476,0.043399329925887284,0.4989342219506701,9.20196698307991,9.798941677808761,1.7034761980175972,,,,
154,0.00018476888444222112,0.12054688351539274,0.058414298358547966,0.004127178361280433,0.042926120564031105,0.49827045844867823,9.122370133797327,9.654528639713924,1.67123706266284,,,,
155,0.00018466933466733368,0.12666062453451257,0.04435204493068644,0.004138780673383735,0.0434877300906616,0.5048843891049425,9.329196522633234,9.933006115754445,1.7030666487912336,,,,
156,0.00018456978489244622,0.12267772957372168,0.04667565634220713,0.004118913535542864,0.04222078287663559,0.4867764520769318,9.193543996413549,9.771386442581813,1.6866581365466118,,,,
